ID,Fuel_Type,Monthly_Distance_Km,Body_Type,Sex,Diet,Social_Activity,Transport,Vehicle_Type,Air_Travel,Waste_Bag_Size,Waste_Bag_Weekly_Count,Energy_Efficiency,TV_PC_Usage,New_Clothes_Monthly,Transport_Emissions,Energy_Emissions,Diet_Emissions,Waste_Emissions,Total_Emissions
200,Electric,2798,Underweight,Male,Pescatarian,No,Public,Electric,Frequently,Medium,3,No,4,21,335.76,84,162,1.2,582.96
201,Electric,2838,Normal,Male,Vegan,Never,Walk/Bicycle,Diesel,Never,Extra Large,8,No,8,9,340.56,168,63,3.2,574.76
202,CNG,2168,Obese,Female,Pescatarian,No,Private,Electric,Rarely,Large,0,Yes,16,21,292.68,336,162,0,790.68
203,Electric,825,Obese,Female,Vegetarian,No,Walk/Bicycle,Petrol,Rarely,Small,8,No,20,28,99,420,108,3.2,630.2
204,Petrol,2034,Obese,Female,Omnivore,Often,Private,Diesel,Rarely,Medium,3,Yes,13,26,391.545,273,225,1.2,890.745
205,CNG,2485,Underweight,Male,Pescatarian,No,Walk/Bicycle,Petrol,Very Frequently,Extra Large,2,Yes,8,16,335.475,168,162,0.8,666.275
206,Petrol,2464,Underweight,Male,Vegetarian,Never,Private,CNG,Never,Small,4,No,14,6,474.32,294,108,1.6,877.92
207,CNG,1336,Normal,Male,Vegan,Often,Public,Electric,Very Frequently,Large,2,No,21,13,180.36,441,63,0.8,685.16
208,CNG,1007,Overweight,Female,Pescatarian,No,Walk/Bicycle,Electric,Very Frequently,Small,0,No,19,13,135.945,399,162,0,696.945
209,Diesel,2619,Overweight,Female,Omnivore,Often,Public,None,Very Frequently,Large,7,Yes,0,11,467.928,0,225,2.8,695.728
210,Petrol,1770,Underweight,Male,Pescatarian,Never,Private,Diesel,Never,Extra Large,8,No,12,5,340.725,252,162,3.2,757.925
211,Electric,1140,Obese,Female,Vegetarian,Often,Walk/Bicycle,CNG,Never,Large,5,Yes,9,28,136.8,189,108,2,435.8
212,Electric,2378,Overweight,Female,Pescatarian,No,Public,None,Never,Small,1,No,11,13,285.36,231,162,0.4,678.76
213,Petrol,1107,Overweight,Male,Pescatarian,No,Public,None,Rarely,Extra Large,5,No,13,7,213.0975,273,162,2,650.0975
214,Electric,2458,Underweight,Female,Vegan,Never,Public,Electric,Frequently,Extra Large,5,No,5,16,294.96,105,63,2,464.96
215,Electric,1065,Normal,Male,Pescatarian,Never,Private,Diesel,Never,Medium,5,No,10,7,127.8,210,162,2,501.8
216,Petrol,1867,Underweight,Female,Omnivore,Often,Walk/Bicycle,Electric,Never,Extra Large,9,No,22,7,359.3975,462,225,3.6,1049.9975
217,CNG,2601,Underweight,Male,Pescatarian,No,Public,Diesel,Very Frequently,Extra Large,8,No,6,16,351.135,126,162,3.2,642.335
218,Petrol,2253,Obese,Female,Vegan,Never,Private,None,Never,Extra Large,3,Yes,19,10,433.7025,399,63,1.2,896.9025
219,CNG,2081,Underweight,Male,Vegetarian,Never,Private,Petrol,Frequently,Medium,1,Yes,3,6,280.935,63,108,0.4,452.335
220,Electric,2486,Obese,Female,Pescatarian,No,Private,CNG,Rarely,Large,7,No,20,22,298.32,420,162,2.8,883.12
221,Electric,2740,Normal,Female,Pescatarian,Never,Walk/Bicycle,None,Never,Small,5,Yes,11,6,328.8,231,162,2,723.8
222,Electric,2605,Obese,Female,Vegan,Never,Private,Electric,Rarely,Extra Large,9,Yes,1,11,312.6,21,63,3.6,400.2
223,Diesel,628,Normal,Female,Vegan,No,Private,CNG,Never,Small,0,No,19,15,112.2026667,399,63,0,574.2026667
224,CNG,2372,Normal,Female,Vegan,Never,Walk/Bicycle,None,Rarely,Small,5,No,13,12,320.22,273,63,2,658.22
225,Diesel,1205,Normal,Male,Pescatarian,No,Walk/Bicycle,Diesel,Never,Extra Large,1,No,8,28,215.2933333,168,162,0.4,545.6933333
226,Diesel,1351,Underweight,Male,Omnivore,No,Private,Electric,Very Frequently,Small,3,Yes,21,14,241.3786667,441,225,1.2,908.5786667
227,Petrol,507,Obese,Male,Vegan,Often,Private,None,Rarely,Large,1,No,13,18,97.5975,273,63,0.4,433.9975
228,Diesel,2576,Overweight,Female,Vegetarian,No,Public,Diesel,Very Frequently,Small,3,No,5,2,460.2453333,105,108,1.2,674.4453333
229,Petrol,1635,Underweight,Male,Pescatarian,Never,Walk/Bicycle,Diesel,Very Frequently,Small,6,No,22,10,314.7375,462,162,2.4,941.1375
230,Petrol,2678,Normal,Female,Vegetarian,Often,Walk/Bicycle,Diesel,Never,Medium,7,Yes,4,23,515.515,84,108,2.8,710.315
231,Diesel,2735,Overweight,Female,Vegetarian,Often,Public,CNG,Very Frequently,Large,2,Yes,19,7,488.6533333,399,108,0.8,996.4533333
232,CNG,2198,Underweight,Male,Omnivore,Never,Private,Electric,Very Frequently,Small,0,No,18,7,296.73,378,225,0,899.73
233,CNG,1998,Overweight,Male,Vegetarian,Often,Private,Diesel,Never,Extra Large,9,No,17,11,269.73,357,108,3.6,738.33
234,CNG,2759,Normal,Female,Vegan,Never,Private,None,Very Frequently,Small,0,Yes,6,2,372.465,126,63,0,561.465
235,CNG,2144,Overweight,Female,Vegan,Often,Private,Diesel,Rarely,Extra Large,9,No,20,19,289.44,420,63,3.6,776.04
236,CNG,775,Overweight,Male,Pescatarian,Never,Public,Electric,Rarely,Large,6,No,0,27,104.625,0,162,2.4,269.025
237,Diesel,2202,Normal,Male,Omnivore,No,Walk/Bicycle,CNG,Frequently,Large,0,No,19,1,393.424,399,225,0,1017.424
238,Diesel,2295,Overweight,Female,Omnivore,No,Walk/Bicycle,Diesel,Frequently,Medium,2,No,8,26,410.04,168,225,0.8,803.84
239,Electric,742,Underweight,Female,Vegetarian,Often,Private,None,Frequently,Extra Large,4,Yes,7,2,89.04,147,108,1.6,345.64
240,CNG,670,Overweight,Male,Omnivore,Often,Public,Electric,Frequently,Extra Large,4,Yes,10,15,90.45,210,225,1.6,527.05
241,Diesel,1152,Obese,Female,Vegetarian,No,Private,Diesel,Very Frequently,Large,3,Yes,6,20,205.824,126,108,1.2,441.024
242,Electric,2432,Underweight,Female,Vegetarian,Never,Private,CNG,Rarely,Extra Large,7,Yes,20,18,291.84,420,108,2.8,822.64
243,CNG,2735,Overweight,Male,Omnivore,Often,Public,Petrol,Frequently,Extra Large,2,No,16,19,369.225,336,225,0.8,931.025
244,Petrol,1609,Obese,Male,Pescatarian,No,Public,None,Very Frequently,Small,7,Yes,20,6,309.7325,420,162,2.8,894.5325
245,Electric,1999,Obese,Female,Vegetarian,Often,Walk/Bicycle,Diesel,Never,Medium,5,Yes,14,18,239.88,294,108,2,643.88
246,Diesel,2599,Obese,Female,Vegan,No,Walk/Bicycle,Diesel,Rarely,Small,3,Yes,7,0,464.3546667,147,63,1.2,675.5546667
247,Petrol,2658,Overweight,Male,Vegan,No,Private,Petrol,Never,Large,9,No,19,12,511.665,399,63,3.6,977.265
248,Petrol,2472,Normal,Female,Omnivore,No,Private,Electric,Frequently,Extra Large,2,No,11,13,475.86,231,225,0.8,932.66
249,Petrol,1566,Obese,Male,Omnivore,Never,Walk/Bicycle,Petrol,Frequently,Extra Large,9,Yes,4,0,301.455,84,225,3.6,614.055
250,Electric,2758,Normal,Female,Vegetarian,Often,Public,Electric,Frequently,Large,9,No,7,3,330.96,147,108,3.6,589.56
251,Diesel,2535,Underweight,Male,Vegetarian,Never,Private,Diesel,Rarely,Extra Large,1,No,4,16,452.92,84,108,0.4,645.32
252,Petrol,1357,Normal,Female,Vegan,Never,Private,Petrol,Never,Large,5,Yes,13,5,261.2225,273,63,2,599.2225
253,CNG,1549,Normal,Female,Vegetarian,No,Public,Diesel,Never,Medium,0,Yes,3,19,209.115,63,108,0,380.115
254,Petrol,798,Normal,Female,Vegan,Never,Private,Petrol,Rarely,Extra Large,9,Yes,14,20,153.615,294,63,3.6,514.215
255,Petrol,1423,Normal,Male,Vegetarian,Often,Public,Diesel,Frequently,Small,7,No,19,5,273.9275,399,108,2.8,783.7275
256,Electric,636,Normal,Male,Pescatarian,Often,Walk/Bicycle,Diesel,Frequently,Small,4,No,21,1,76.32,441,162,1.6,680.92
257,Electric,1543,Underweight,Male,Pescatarian,No,Walk/Bicycle,Diesel,Very Frequently,Medium,6,No,9,16,185.16,189,162,2.4,538.56
258,Diesel,2987,Underweight,Female,Vegan,No,Walk/Bicycle,CNG,Rarely,Large,6,No,16,28,533.6773333,336,63,2.4,935.0773333
259,CNG,710,Normal,Female,Pescatarian,Often,Walk/Bicycle,Petrol,Never,Extra Large,9,No,3,25,95.85,63,162,3.6,324.45
260,Electric,2074,Normal,Male,Pescatarian,Often,Walk/Bicycle,CNG,Very Frequently,Extra Large,5,No,0,15,248.88,0,162,2,412.88
261,Petrol,2982,Obese,Male,Omnivore,No,Private,Diesel,Never,Small,4,Yes,5,11,574.035,105,225,1.6,905.635
262,Diesel,1279,Underweight,Female,Vegetarian,Never,Walk/Bicycle,None,Never,Large,1,Yes,7,11,228.5146667,147,108,0.4,483.9146667
263,Petrol,1730,Overweight,Female,Omnivore,Often,Private,Electric,Very Frequently,Large,2,Yes,3,17,333.025,63,225,0.8,621.825
264,Petrol,2986,Underweight,Female,Vegan,No,Private,Petrol,Never,Extra Large,2,No,23,29,574.805,483,63,0.8,1121.605
265,Electric,2302,Overweight,Female,Omnivore,No,Public,Petrol,Very Frequently,Extra Large,4,Yes,13,15,276.24,273,225,1.6,775.84
266,Diesel,1565,Obese,Male,Vegan,Often,Private,Electric,Very Frequently,Small,1,No,1,5,279.6133333,21,63,0.4,364.0133333
267,CNG,910,Normal,Male,Pescatarian,No,Private,CNG,Very Frequently,Large,0,No,4,12,122.85,84,162,0,368.85
268,CNG,926,Obese,Female,Omnivore,Often,Walk/Bicycle,Electric,Frequently,Extra Large,3,Yes,14,25,125.01,294,225,1.2,645.21
269,Electric,1971,Normal,Female,Pescatarian,No,Walk/Bicycle,None,Frequently,Extra Large,9,Yes,18,24,236.52,378,162,3.6,780.12
270,Electric,1441,Underweight,Female,Vegetarian,No,Public,Diesel,Rarely,Small,2,No,13,15,172.92,273,108,0.8,554.72
271,Diesel,2407,Normal,Male,Pescatarian,Never,Public,Electric,Rarely,Small,2,No,6,23,430.0506667,126,162,0.8,718.8506667
272,CNG,1241,Overweight,Male,Vegetarian,No,Private,Electric,Very Frequently,Extra Large,9,No,8,9,167.535,168,108,3.6,447.135
273,CNG,1892,Overweight,Female,Pescatarian,Often,Public,Diesel,Rarely,Medium,5,No,0,10,255.42,0,162,2,419.42
274,CNG,1743,Obese,Female,Omnivore,Often,Walk/Bicycle,Petrol,Frequently,Small,8,Yes,23,0,235.305,483,225,3.2,946.505
275,Petrol,2100,Underweight,Female,Omnivore,Never,Walk/Bicycle,None,Frequently,Extra Large,9,Yes,19,20,404.25,399,225,3.6,1031.85
276,CNG,1755,Overweight,Female,Pescatarian,Often,Walk/Bicycle,Electric,Very Frequently,Medium,9,Yes,9,6,236.925,189,162,3.6,591.525
277,Petrol,827,Obese,Female,Vegan,No,Private,Electric,Frequently,Extra Large,1,No,10,23,159.1975,210,63,0.4,432.5975
278,Diesel,1966,Underweight,Female,Vegan,Never,Private,Petrol,Very Frequently,Large,4,Yes,20,22,351.2586667,420,63,1.6,835.8586667
279,Petrol,2599,Underweight,Male,Vegetarian,Often,Public,None,Rarely,Medium,1,No,11,16,500.3075,231,108,0.4,839.7075
280,Diesel,2466,Obese,Male,Vegetarian,No,Walk/Bicycle,Diesel,Frequently,Large,5,No,0,11,440.592,0,108,2,550.592
281,CNG,875,Overweight,Male,Pescatarian,Never,Private,Diesel,Very Frequently,Extra Large,0,Yes,20,19,118.125,420,162,0,700.125
282,CNG,762,Overweight,Female,Omnivore,No,Private,CNG,Very Frequently,Medium,0,No,7,19,102.87,147,225,0,474.87
283,Diesel,766,Obese,Female,Vegetarian,Often,Public,None,Never,Large,8,No,23,14,136.8586667,483,108,3.2,731.0586667
284,Electric,2906,Overweight,Female,Pescatarian,Often,Walk/Bicycle,None,Very Frequently,Small,9,Yes,5,8,348.72,105,162,3.6,619.32
285,Diesel,2444,Obese,Male,Vegetarian,Often,Walk/Bicycle,Electric,Very Frequently,Medium,4,Yes,11,27,436.6613333,231,108,1.6,777.2613333
286,Electric,2393,Overweight,Female,Omnivore,Often,Public,CNG,Frequently,Small,8,No,8,21,287.16,168,225,3.2,683.36
287,Petrol,2401,Overweight,Male,Vegetarian,Never,Public,Diesel,Never,Small,7,No,3,5,462.1925,63,108,2.8,635.9925
288,Petrol,2152,Obese,Female,Pescatarian,Often,Public,None,Never,Large,8,No,5,4,414.26,105,162,3.2,684.46
289,Petrol,1944,Obese,Female,Vegetarian,Never,Public,None,Never,Extra Large,8,No,2,4,374.22,42,108,3.2,527.42
290,CNG,545,Overweight,Female,Vegan,Never,Walk/Bicycle,Petrol,Frequently,Large,7,No,1,8,73.575,21,63,2.8,160.375
291,Petrol,1099,Obese,Male,Vegetarian,No,Walk/Bicycle,Diesel,Rarely,Extra Large,2,Yes,20,1,211.5575,420,108,0.8,740.3575
292,Electric,1219,Overweight,Male,Omnivore,Often,Public,Petrol,Very Frequently,Large,6,No,17,9,146.28,357,225,2.4,730.68
293,Petrol,2412,Normal,Male,Omnivore,No,Private,CNG,Never,Large,3,No,4,4,464.31,84,225,1.2,774.51
294,Diesel,1792,Underweight,Female,Omnivore,No,Private,None,Never,Medium,7,No,21,16,320.1706667,441,225,2.8,988.9706667
295,Diesel,1100,Underweight,Male,Omnivore,No,Walk/Bicycle,CNG,Frequently,Extra Large,6,No,23,20,196.5333333,483,225,2.4,906.9333333
296,CNG,880,Overweight,Female,Pescatarian,No,Walk/Bicycle,Petrol,Frequently,Small,8,Yes,20,3,118.8,420,162,3.2,704
297,Diesel,617,Underweight,Female,Vegetarian,No,Public,Diesel,Never,Extra Large,7,Yes,11,3,110.2373333,231,108,2.8,452.0373333
298,Electric,2663,Overweight,Male,Vegetarian,Often,Private,None,Rarely,Extra Large,2,Yes,1,12,319.56,21,108,0.8,449.36
299,Petrol,759,Obese,Male,Vegetarian,No,Walk/Bicycle,Diesel,Frequently,Large,4,No,22,19,146.1075,462,108,1.6,717.7075
300,CNG,1598,Normal,Female,Vegetarian,Never,Private,CNG,Never,Small,2,No,4,18,215.73,84,108,0.8,408.53
301,Petrol,2003,Underweight,Female,Pescatarian,Never,Public,Electric,Rarely,Medium,8,Yes,17,5,385.5775,357,162,3.2,907.7775
302,Petrol,2852,Underweight,Female,Omnivore,Often,Walk/Bicycle,Diesel,Frequently,Large,0,No,5,18,549.01,105,225,0,879.01
303,Electric,2554,Obese,Female,Vegetarian,Never,Walk/Bicycle,Diesel,Rarely,Medium,6,No,10,21,306.48,210,108,2.4,626.88
304,Diesel,865,Normal,Male,Vegetarian,No,Private,Diesel,Never,Medium,8,Yes,6,15,154.5466667,126,108,3.2,391.7466667
305,Diesel,2157,Normal,Male,Omnivore,Never,Private,None,Rarely,Extra Large,2,No,15,5,385.384,315,225,0.8,926.184
306,Petrol,1961,Normal,Male,Vegan,No,Walk/Bicycle,CNG,Never,Small,6,Yes,7,10,377.4925,147,63,2.4,589.8925
307,CNG,2524,Obese,Female,Vegan,Often,Private,CNG,Frequently,Extra Large,6,No,2,9,340.74,42,63,2.4,448.14
308,Diesel,2976,Underweight,Female,Omnivore,Never,Private,None,Very Frequently,Small,1,No,10,17,531.712,210,225,0.4,967.112
309,CNG,1290,Underweight,Female,Vegetarian,Never,Public,Diesel,Very Frequently,Medium,4,No,19,8,174.15,399,108,1.6,682.75
310,Diesel,1246,Normal,Male,Omnivore,Never,Private,Diesel,Never,Extra Large,9,No,21,9,222.6186667,441,225,3.6,892.2186667
311,CNG,2914,Obese,Female,Vegetarian,Often,Walk/Bicycle,Electric,Very Frequently,Medium,6,No,18,14,393.39,378,108,2.4,881.79
312,Electric,812,Obese,Female,Vegetarian,Often,Public,Diesel,Never,Large,1,Yes,10,23,97.44,210,108,0.4,415.84
313,CNG,1037,Obese,Male,Vegan,Never,Walk/Bicycle,Petrol,Very Frequently,Small,9,Yes,21,13,139.995,441,63,3.6,647.595
314,Electric,1420,Normal,Male,Vegan,Often,Public,Diesel,Very Frequently,Medium,9,No,8,15,170.4,168,63,3.6,405
315,Electric,1577,Obese,Female,Vegetarian,No,Public,Electric,Frequently,Medium,1,Yes,11,28,189.24,231,108,0.4,528.64
316,CNG,1990,Normal,Male,Vegetarian,Often,Private,Petrol,Never,Small,5,No,15,6,268.65,315,108,2,693.65
317,Electric,2881,Normal,Female,Vegetarian,Never,Private,Electric,Rarely,Medium,1,Yes,4,24,345.72,84,108,0.4,538.12
318,Petrol,1297,Normal,Male,Vegan,No,Walk/Bicycle,Electric,Frequently,Large,9,Yes,1,7,249.6725,21,63,3.6,337.2725
319,Electric,847,Overweight,Female,Vegetarian,Never,Private,CNG,Rarely,Medium,0,No,9,24,101.64,189,108,0,398.64
320,Diesel,772,Normal,Male,Omnivore,Never,Public,None,Frequently,Medium,2,Yes,1,7,137.9306667,21,225,0.8,384.7306667
321,CNG,1219,Obese,Male,Pescatarian,Never,Private,Electric,Never,Small,0,No,22,12,164.565,462,162,0,788.565
322,Petrol,2273,Overweight,Male,Pescatarian,Often,Walk/Bicycle,Diesel,Rarely,Small,5,No,3,18,437.5525,63,162,2,664.5525
323,CNG,1184,Underweight,Male,Vegetarian,Never,Public,CNG,Frequently,Large,3,No,15,9,159.84,315,108,1.2,584.04
324,Diesel,2626,Underweight,Female,Omnivore,No,Walk/Bicycle,Petrol,Very Frequently,Medium,1,Yes,5,0,469.1786667,105,225,0.4,799.5786667
325,Diesel,1121,Obese,Female,Vegetarian,No,Private,None,Rarely,Extra Large,6,No,9,26,200.2853333,189,108,2.4,499.6853333
326,Diesel,2539,Obese,Male,Omnivore,No,Public,CNG,Frequently,Large,6,No,20,21,453.6346667,420,225,2.4,1101.034667
327,Electric,1446,Obese,Female,Vegan,Never,Walk/Bicycle,Electric,Frequently,Extra Large,7,Yes,6,27,173.52,126,63,2.8,365.32
328,Electric,2905,Obese,Male,Vegan,No,Private,CNG,Rarely,Medium,6,No,4,29,348.6,84,63,2.4,498
329,CNG,1006,Overweight,Male,Vegetarian,No,Private,Diesel,Very Frequently,Medium,0,No,12,15,135.81,252,108,0,495.81
330,CNG,2082,Obese,Female,Vegan,No,Walk/Bicycle,Diesel,Rarely,Small,2,Yes,8,2,281.07,168,63,0.8,512.87
331,Petrol,743,Normal,Female,Vegetarian,No,Public,Diesel,Rarely,Large,0,No,8,2,143.0275,168,108,0,419.0275
332,Petrol,1005,Underweight,Female,Pescatarian,Often,Walk/Bicycle,None,Rarely,Extra Large,1,No,22,5,193.4625,462,162,0.4,817.8625
333,CNG,921,Obese,Female,Omnivore,Never,Private,CNG,Frequently,Medium,0,No,14,25,124.335,294,225,0,643.335
334,Electric,2764,Normal,Female,Omnivore,Never,Walk/Bicycle,CNG,Very Frequently,Medium,8,No,3,11,331.68,63,225,3.2,622.88
335,Diesel,2372,Obese,Female,Pescatarian,No,Private,Electric,Rarely,Small,6,No,0,24,423.7973333,0,162,2.4,588.1973333
336,CNG,1692,Normal,Female,Pescatarian,Never,Public,Petrol,Rarely,Small,8,Yes,19,29,228.42,399,162,3.2,792.62
337,Petrol,829,Overweight,Male,Pescatarian,No,Walk/Bicycle,Diesel,Rarely,Small,7,Yes,13,4,159.5825,273,162,2.8,597.3825
338,Electric,1149,Underweight,Female,Pescatarian,No,Public,Petrol,Rarely,Large,9,No,18,15,137.88,378,162,3.6,681.48
339,CNG,1964,Underweight,Male,Vegan,No,Walk/Bicycle,Petrol,Rarely,Large,1,No,0,16,265.14,0,63,0.4,328.54
340,CNG,890,Overweight,Female,Omnivore,Never,Private,Diesel,Rarely,Medium,0,No,9,9,120.15,189,225,0,534.15
341,Electric,2019,Normal,Female,Omnivore,Often,Public,Diesel,Very Frequently,Extra Large,4,No,3,6,242.28,63,225,1.6,531.88
342,CNG,880,Obese,Male,Pescatarian,Never,Private,Electric,Very Frequently,Large,6,Yes,22,29,118.8,462,162,2.4,745.2
343,Electric,1241,Normal,Male,Vegetarian,Never,Walk/Bicycle,None,Very Frequently,Small,1,Yes,17,24,148.92,357,108,0.4,614.32
344,Diesel,2510,Underweight,Male,Vegetarian,Often,Private,Diesel,Never,Small,3,No,11,9,448.4533333,231,108,1.2,788.6533333
345,Electric,1319,Overweight,Male,Vegetarian,Never,Walk/Bicycle,Petrol,Never,Large,6,Yes,6,1,158.28,126,108,2.4,394.68
346,Electric,1172,Overweight,Female,Vegetarian,Often,Public,Electric,Frequently,Medium,8,No,5,14,140.64,105,108,3.2,356.84
347,Electric,2271,Normal,Female,Vegan,No,Private,CNG,Very Frequently,Medium,5,Yes,8,24,272.52,168,63,2,505.52
348,CNG,1711,Normal,Male,Omnivore,Often,Private,Electric,Very Frequently,Medium,6,Yes,1,20,230.985,21,225,2.4,479.385
349,CNG,1429,Overweight,Male,Omnivore,No,Walk/Bicycle,Diesel,Very Frequently,Medium,7,No,14,28,192.915,294,225,2.8,714.715
350,Electric,2039,Underweight,Female,Omnivore,Often,Walk/Bicycle,Diesel,Rarely,Small,7,Yes,21,16,244.68,441,225,2.8,913.48
351,CNG,1412,Obese,Female,Vegetarian,No,Walk/Bicycle,None,Rarely,Large,8,No,12,3,190.62,252,108,3.2,553.82
352,Petrol,1143,Obese,Male,Pescatarian,Never,Public,Electric,Frequently,Small,9,No,10,7,220.0275,210,162,3.6,595.6275
353,Petrol,926,Normal,Female,Vegetarian,Often,Private,Diesel,Very Frequently,Extra Large,1,No,21,18,178.255,441,108,0.4,727.655
354,CNG,1001,Overweight,Female,Omnivore,Never,Walk/Bicycle,Petrol,Rarely,Medium,6,No,21,20,135.135,441,225,2.4,803.535
355,CNG,1229,Overweight,Male,Vegetarian,No,Walk/Bicycle,Petrol,Very Frequently,Medium,1,No,18,1,165.915,378,108,0.4,652.315
356,Electric,1783,Overweight,Male,Pescatarian,Often,Private,Electric,Very Frequently,Extra Large,6,Yes,5,20,213.96,105,162,2.4,483.36
357,Diesel,2618,Underweight,Male,Pescatarian,Often,Public,None,Rarely,Extra Large,8,No,8,15,467.7493333,168,162,3.2,800.9493333
358,CNG,956,Normal,Male,Vegetarian,Often,Private,Electric,Rarely,Small,3,No,11,13,129.06,231,108,1.2,469.26
359,Petrol,2736,Normal,Female,Omnivore,Never,Walk/Bicycle,None,Never,Extra Large,4,No,10,11,526.68,210,225,1.6,963.28
360,Electric,790,Normal,Male,Vegan,No,Private,Petrol,Rarely,Medium,4,No,2,8,94.8,42,63,1.6,201.4
361,CNG,1419,Underweight,Female,Omnivore,Never,Walk/Bicycle,Diesel,Never,Extra Large,1,Yes,17,11,191.565,357,225,0.4,773.965
362,Petrol,2839,Normal,Female,Vegan,Often,Walk/Bicycle,CNG,Rarely,Small,2,No,23,2,546.5075,483,63,0.8,1093.3075
363,Petrol,2469,Obese,Female,Omnivore,No,Private,Diesel,Very Frequently,Extra Large,9,Yes,12,22,475.2825,252,225,3.6,955.8825
364,Diesel,1255,Normal,Female,Vegetarian,No,Private,Petrol,Rarely,Extra Large,0,No,12,12,224.2266667,252,108,0,584.2266667
365,Electric,2158,Normal,Male,Vegan,Never,Public,Petrol,Frequently,Small,2,No,14,5,258.96,294,63,0.8,616.76
366,Electric,2334,Normal,Female,Omnivore,Never,Walk/Bicycle,Diesel,Very Frequently,Small,4,Yes,18,1,280.08,378,225,1.6,884.68
367,Diesel,1806,Underweight,Male,Vegetarian,Often,Walk/Bicycle,Diesel,Frequently,Small,8,No,14,29,322.672,294,108,3.2,727.872
368,Diesel,2067,Obese,Female,Omnivore,Often,Walk/Bicycle,Petrol,Very Frequently,Medium,0,No,14,6,369.304,294,225,0,888.304
369,Electric,2369,Obese,Male,Pescatarian,Often,Walk/Bicycle,Diesel,Rarely,Medium,5,Yes,4,25,284.28,84,162,2,532.28
370,Electric,876,Overweight,Female,Pescatarian,Often,Walk/Bicycle,CNG,Rarely,Extra Large,1,No,4,19,105.12,84,162,0.4,351.52
371,CNG,1679,Overweight,Female,Omnivore,No,Private,CNG,Rarely,Medium,5,No,1,13,226.665,21,225,2,474.665
372,CNG,1007,Obese,Male,Vegetarian,Often,Walk/Bicycle,Electric,Never,Large,9,Yes,17,5,135.945,357,108,3.6,604.545
373,Diesel,1936,Normal,Male,Omnivore,Often,Private,CNG,Rarely,Small,5,No,5,22,345.8986667,105,225,2,677.8986667
374,CNG,1058,Normal,Male,Vegetarian,Often,Public,Petrol,Frequently,Large,0,No,17,8,142.83,357,108,0,607.83
375,Petrol,2807,Normal,Male,Vegan,Never,Walk/Bicycle,Petrol,Never,Small,4,No,21,6,540.3475,441,63,1.6,1045.9475
376,CNG,920,Underweight,Female,Pescatarian,Never,Public,Electric,Rarely,Extra Large,9,Yes,6,18,124.2,126,162,3.6,415.8
377,CNG,2052,Normal,Female,Vegan,Never,Private,None,Never,Small,1,Yes,19,24,277.02,399,63,0.4,739.42
378,Petrol,803,Underweight,Female,Vegetarian,Often,Private,Electric,Never,Medium,0,No,19,15,154.5775,399,108,0,661.5775
379,Diesel,1441,Obese,Female,Omnivore,No,Public,None,Very Frequently,Extra Large,8,No,2,12,257.4586667,42,225,3.2,527.6586667
380,Petrol,1801,Normal,Female,Pescatarian,Often,Walk/Bicycle,None,Never,Small,5,No,16,5,346.6925,336,162,2,846.6925
381,CNG,1589,Normal,Male,Vegetarian,Never,Private,Diesel,Never,Extra Large,0,No,19,3,214.515,399,108,0,721.515
382,Diesel,2655,Overweight,Male,Vegetarian,Never,Private,CNG,Very Frequently,Extra Large,9,No,18,11,474.36,378,108,3.6,963.96
